labels,key_words,review
QUALITY,1 dishes,I ate here a week ago and found most dishes average at best and too expensive.
FOOD,1 dishes,I ate here a week ago and found most dishes average at best and too expensive.
PRICES,1 dishes,I ate here a week ago and found most dishes average at best and too expensive.
RESTAURANT,1 NEG,Will not be back.
GENERAL,1 NEG,Will not be back.
FOOD,1 vegetarian dishes,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
QUALITY,1 vegetarian dishes,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
FOOD,3 non-veg selections,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
QUALITY,3 non-veg selections,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
AMBIENCE,3 Decor,Decor is nice though service can be spotty.
GENERAL,3 Decor,Decor is nice though service can be spotty.
SERVICE,1 service,Decor is nice though service can be spotty.
GENERAL,1 service,Decor is nice though service can be spotty.
AMBIENCE,2 place,This place is always packed.
GENERAL,2 place,This place is always packed.
FOOD,3 food,"Most importantly, food is excellent."
QUALITY,3 food,"Most importantly, food is excellent."
FOOD,3 sea bass,Try the sea bass.
QUALITY,3 sea bass,Try the sea bass.
RESTAURANT,3 NEG,Highly recommended.
GENERAL,3 NEG,Highly recommended.
FOOD,3 Dal Bukhara,First of all Dal Bukhara Rocks.
QUALITY,3 Dal Bukhara,First of all Dal Bukhara Rocks.
FOOD,3 food,I am happy i did the food was awsome.
QUALITY,3 food,I am happy i did the food was awsome.
FOOD,3 NEG,JUST AWSOME.
QUALITY,3 NEG,JUST AWSOME.
FOOD,3 kababs,and yes Dal Bukhara is so dam good and so are all the kababs.
QUALITY,3 kababs,and yes Dal Bukhara is so dam good and so are all the kababs.
FOOD,3 Dal Bukhara,and yes Dal Bukhara is so dam good and so are all the kababs.
QUALITY,3 Dal Bukhara,and yes Dal Bukhara is so dam good and so are all the kababs.
RESTAURANT,3 NEG,but overall i give it a 10
GENERAL,3 NEG,but overall i give it a 10
RESTAURANT,3 NEG,10
GENERAL,3 NEG,10
RESTAURANT,1 Haru on Park S,Haru on Park S is simply disgusting.
GENERAL,1 Haru on Park S,Haru on Park S is simply disgusting.
FOOD,1 fish,The fish was not fresh and the rice tasted old and stale.
QUALITY,1 fish,The fish was not fresh and the rice tasted old and stale.
FOOD,1 rice,The fish was not fresh and the rice tasted old and stale.
QUALITY,1 rice,The fish was not fresh and the rice tasted old and stale.
FOOD,1 sushi,"Quite frankly, this is some of the worst sushi I have ever tried."
QUALITY,1 sushi,"Quite frankly, this is some of the worst sushi I have ever tried."
RESTAURANT,1 NEG,Will never be back.
GENERAL,1 NEG,Will never be back.
FOOD,1 sushi,honestly the worst sushi my husband and i had in our entire lives.
QUALITY,1 sushi,honestly the worst sushi my husband and i had in our entire lives.
RESTAURANT,1 restaurant,not sure why this restaurant would be rated that highly.
GENERAL,1 restaurant,not sure why this restaurant would be rated that highly.
FOOD,1 all-u-can-eat sushi,the all-u-can-eat sushi is definitely in very poor quality.
QUALITY,1 all-u-can-eat sushi,the all-u-can-eat sushi is definitely in very poor quality.
FOOD,1 menu,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
STYLE_OPTIONS,1 menu,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
FOOD,1 ingredients,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
QUALITY,1 ingredients,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
FOOD,1 fish,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
STYLE_OPTIONS,1 fish,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
FOOD,1 rice,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
STYLE_OPTIONS,1 rice,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
FOOD,1 soy sauce,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. "
QUALITY,1 soy sauce,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. "
FOOD,1 rice,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. "
QUALITY,1 rice,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. "
SERVICE,3 waitstaffs,the waitstaffs are nice though.
GENERAL,3 waitstaffs,the waitstaffs are nice though.
RESTAURANT,1 NEG,wont come back again for sure!
GENERAL,1 NEG,wont come back again for sure!
RESTAURANT,1 Roth's,I have been to Roth's twice and both times were very disappointing.
GENERAL,1 Roth's,I have been to Roth's twice and both times were very disappointing.
SERVICE,1 service,"Both times I was extremely dissappointed by the service, which was boarderline rude."
GENERAL,1 service,"Both times I was extremely dissappointed by the service, which was boarderline rude."
SERVICE,1 NEG,They wouldnt even let me finish my glass of wine before offering another.
GENERAL,1 NEG,They wouldnt even let me finish my glass of wine before offering another.
SERVICE,1 NEG,Much of the time it seems like they do not care about you.
GENERAL,1 NEG,Much of the time it seems like they do not care about you.
FOOD,1 dinner,"The dinner was ok, nothing I would have again."
QUALITY,1 dinner,"The dinner was ok, nothing I would have again."
FOOD,1 eggs benedict,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
QUALITY,1 eggs benedict,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
RESTAURANT,3 NEG,This was a great surprise.
GENERAL,3 NEG,This was a great surprise.
FOOD,3 meal,With the theater 2 blocks away we had a delicious meal in a beautiful room.
QUALITY,3 meal,With the theater 2 blocks away we had a delicious meal in a beautiful room.
AMBIENCE,3 room,With the theater 2 blocks away we had a delicious meal in a beautiful room.
GENERAL,3 room,With the theater 2 blocks away we had a delicious meal in a beautiful room.
LOCATION,3 NEG,With the theater 2 blocks away we had a delicious meal in a beautiful room.
GENERAL,3 NEG,With the theater 2 blocks away we had a delicious meal in a beautiful room.
SERVICE,3 service,The service was attentive.
GENERAL,3 service,The service was attentive.
RESTAURANT,3 NEG,I look forward to eating here again
GENERAL,3 NEG,I look forward to eating here again
RESTAURANT,3 Planet Thai,Planet Thai is great!
GENERAL,3 Planet Thai,Planet Thai is great!
FOOD,3 food,"We love the food, drinks, and atmosphere!"
QUALITY,3 food,"We love the food, drinks, and atmosphere!"
DRINKS,3 drinks,"We love the food, drinks, and atmosphere!"
QUALITY,3 drinks,"We love the food, drinks, and atmosphere!"
AMBIENCE,3 atmosphere,"We love the food, drinks, and atmosphere!"
GENERAL,3 atmosphere,"We love the food, drinks, and atmosphere!"
SERVICE,1 svc,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
GENERAL,1 svc,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
RESTAURANT,3 restaurant,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
GENERAL,3 restaurant,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
FOOD,3 Pad Thai,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
QUALITY,3 Pad Thai,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
RESTAURANT,3 NEG,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
PRICES,3 NEG,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
FOOD,3 portions,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
STYLE_OPTIONS,3 portions,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
FOOD,3 food,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
QUALITY,3 food,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
RESTAURANT,3 NEG,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
PRICES,3 NEG,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
SERVICE,1 NEG,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
GENERAL,1 NEG,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
FOOD,1 sandwiches,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side."
STYLE_OPTIONS,1 sandwiches,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side."
FOOD,1 sandwiches,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side."
PRICES,1 sandwiches,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side."
RESTAURANT,1 NEG,"Overall, not worth the money."
GENERAL,1 NEG,"Overall, not worth the money."
RESTAURANT,1 NEG,"Overall, not worth the money."
PRICES,1 NEG,"Overall, not worth the money."
AMBIENCE,3 atmosphere,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience."
GENERAL,3 atmosphere,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience."
RESTAURANT,1 NEG,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience."
GENERAL,1 NEG,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience."
RESTAURANT,3 Chennai Garden,Chennai Garden is my favorite Indian restaurant in the city.
GENERAL,3 Chennai Garden,Chennai Garden is my favorite Indian restaurant in the city.
FOOD,3 Indian,They have authentic Indian at amazin prices.
QUALITY,3 Indian,They have authentic Indian at amazin prices.
FOOD,3 Indian,They have authentic Indian at amazin prices.
PRICES,3 Indian,They have authentic Indian at amazin prices.
FOOD,1 MEAT dishes,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.
STYLE_OPTIONS,1 MEAT dishes,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.
AMBIENCE,1 seats,The seats are uncomfortable if you are sitting against the wall on wooden benches.
GENERAL,1 seats,The seats are uncomfortable if you are sitting against the wall on wooden benches.
RESTAURANT,1 restaurant,It's a rather cramped and busy restaurant and it closes early.
MISCELLANEOUS,1 restaurant,It's a rather cramped and busy restaurant and it closes early.
AMBIENCE,1 restaurant,It's a rather cramped and busy restaurant and it closes early.
GENERAL,1 restaurant,It's a rather cramped and busy restaurant and it closes early.
AMBIENCE,3 cigar bar,Patroon features a nice cigar bar and has great staff.
GENERAL,3 cigar bar,Patroon features a nice cigar bar and has great staff.
SERVICE,3 staff,Patroon features a nice cigar bar and has great staff.
GENERAL,3 staff,Patroon features a nice cigar bar and has great staff.
FOOD,3 food,The food is tasty and portion sizes are appropriate.
QUALITY,3 food,The food is tasty and portion sizes are appropriate.
FOOD,3 portion sizes,The food is tasty and portion sizes are appropriate.
STYLE_OPTIONS,3 portion sizes,The food is tasty and portion sizes are appropriate.
RESTAURANT,3 restaurant,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.
MISCELLANEOUS,3 restaurant,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.
RESTAURANT,1 place,Not a great place for family or general dining.
MISCELLANEOUS,1 place,Not a great place for family or general dining.
RESTAURANT,3 PLACE,LLOOVVE THIS PLACE.
GENERAL,3 PLACE,LLOOVVE THIS PLACE.
FOOD,3 Food,Food is excellent.
QUALITY,3 Food,Food is excellent.
FOOD,3 Fish,Fish is so very fresh.
QUALITY,3 Fish,Fish is so very fresh.
SERVICE,3 Waitstaff,Waitstaff are very friendly.
GENERAL,3 Waitstaff,Waitstaff are very friendly.
RESTAURANT,3 YUKA,Love YUKA.
GENERAL,3 YUKA,Love YUKA.
FOOD,3 seafood,Mermaid Inn is an overall good restaurant with really good seafood.
QUALITY,3 seafood,Mermaid Inn is an overall good restaurant with really good seafood.
RESTAURANT,3 Mermaid Inn,Mermaid Inn is an overall good restaurant with really good seafood.
GENERAL,3 Mermaid Inn,Mermaid Inn is an overall good restaurant with really good seafood.
FOOD,1 menu,The menu is limited but almost all of the dishes are excellent.
STYLE_OPTIONS,1 menu,The menu is limited but almost all of the dishes are excellent.
FOOD,3 dishes,The menu is limited but almost all of the dishes are excellent.
QUALITY,3 dishes,The menu is limited but almost all of the dishes are excellent.
FOOD,3 lobster sandwich,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
QUALITY,3 lobster sandwich,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
FOOD,3 spaghetti with Scallops and Shrimp,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
QUALITY,3 spaghetti with Scallops and Shrimp,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
SERVICE,3 service,The service is good and ambience is good for a date or group outing.
GENERAL,3 service,The service is good and ambience is good for a date or group outing.
AMBIENCE,3 ambience,The service is good and ambience is good for a date or group outing.
GENERAL,3 ambience,The service is good and ambience is good for a date or group outing.
RESTAURANT,1 restaurant,The only fallback on this restaurant is the prices.
PRICES,1 restaurant,The only fallback on this restaurant is the prices.
FOOD,3 seafood,"Even though its good seafood, the prices are too high."
QUALITY,3 seafood,"Even though its good seafood, the prices are too high."
RESTAURANT,1 NEG,"Even though its good seafood, the prices are too high."
PRICES,1 NEG,"Even though its good seafood, the prices are too high."
FOOD,3 lobster sandwich,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
QUALITY,3 lobster sandwich,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
FOOD,1 lobster sandwich,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
PRICES,1 lobster sandwich,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
RESTAURANT,3 NEG,We were very pleasantly surprised.
GENERAL,3 NEG,We were very pleasantly surprised.
FOOD,3 food,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
QUALITY,3 food,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
FOOD,3 halibut special,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
QUALITY,3 halibut special,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
FOOD,3 steak,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
QUALITY,3 steak,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
SERVICE,3 service,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
GENERAL,3 service,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
SERVICE,3 waiter,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort."
GENERAL,3 waiter,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort."
SERVICE,3 waiter,Truly the mark of an attentive waiter.
GENERAL,3 waiter,Truly the mark of an attentive waiter.
RESTAURANT,3 restaurant,I highly recommend the restaurant based on our experience last night.
GENERAL,3 restaurant,I highly recommend the restaurant based on our experience last night.
FOOD,1 foods,We ate at this Thai place following the reviews but very unhappy with the foods.
QUALITY,1 foods,We ate at this Thai place following the reviews but very unhappy with the foods.
FOOD,1 foods,We thought that this place is using too much of MSG cooking in the foods.
QUALITY,1 foods,We thought that this place is using too much of MSG cooking in the foods.
RESTAURANT,1 NEG,"They don't concern much of customer's health, just want to make money."
MISCELLANEOUS,1 NEG,"They don't concern much of customer's health, just want to make money."
RESTAURANT,1 NEG,please don't fool us.
MISCELLANEOUS,1 NEG,please don't fool us.
FOOD,3 jelly fish,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
QUALITY,3 jelly fish,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
FOOD,3 drunken chicken,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
QUALITY,3 drunken chicken,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
FOOD,3 soupy dumplings,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
QUALITY,3 soupy dumplings,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
FOOD,3 stir fry blue crab,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
QUALITY,3 stir fry blue crab,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
FOOD,3 food,The food is so cheap and the waiters are nice.
PRICES,3 food,The food is so cheap and the waiters are nice.
SERVICE,3 waiters,The food is so cheap and the waiters are nice.
GENERAL,3 waiters,The food is so cheap and the waiters are nice.
AMBIENCE,2 NEG,"Of course, it is crowded but who cares."
GENERAL,2 NEG,"Of course, it is crowded but who cares."
RESTAURANT,3 NEG,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.
MISCELLANEOUS,3 NEG,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.
FOOD,3 food,Have frequented 'ino for several years and the food remains excellent.
QUALITY,3 food,Have frequented 'ino for several years and the food remains excellent.
FOOD,3 Cheese plate,Cheese plate is a varied delight and great bargain at $10.
QUALITY,3 Cheese plate,Cheese plate is a varied delight and great bargain at $10.
FOOD,3 Cheese plate,Cheese plate is a varied delight and great bargain at $10.
STYLE_OPTIONS,3 Cheese plate,Cheese plate is a varied delight and great bargain at $10.
FOOD,3 Cheese plate,Cheese plate is a varied delight and great bargain at $10.
PRICES,3 Cheese plate,Cheese plate is a varied delight and great bargain at $10.
FOOD,3 bruschettas,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating."
STYLE_OPTIONS,3 bruschettas,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating."
FOOD,3 paninis,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating."
STYLE_OPTIONS,3 paninis,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating."
FOOD,3 tramezzinis,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating."
STYLE_OPTIONS,3 tramezzinis,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating."
FOOD,"3 asparagus, truffle oil, parmesan bruschetta","(The asparagus, truffle oil, parmesan bruschetta is a winner!)"
QUALITY,"3 asparagus, truffle oil, parmesan bruschetta","(The asparagus, truffle oil, parmesan bruschetta is a winner!)"
DRINKS,3 Wine list,Wine list is extensive without being over-priced.
STYLE_OPTIONS,3 Wine list,Wine list is extensive without being over-priced.
DRINKS,3 Wine list,Wine list is extensive without being over-priced.
PRICES,3 Wine list,Wine list is extensive without being over-priced.
FOOD,3 specials,"Be sure to try the seasonal, and always delicious, specials."
QUALITY,3 specials,"Be sure to try the seasonal, and always delicious, specials."
RESTAURANT,3 NEG,Definitely a neighborhood favorite.
GENERAL,3 NEG,Definitely a neighborhood favorite.
RESTAURANT,3 place,I loved this place!!
GENERAL,3 place,I loved this place!!
AMBIENCE,3 atmosphere,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.
GENERAL,3 atmosphere,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.
FOOD,3 food,"The food was very good, a great deal, and the place its self was great."
QUALITY,3 food,"The food was very good, a great deal, and the place its self was great."
FOOD,3 food,"The food was very good, a great deal, and the place its self was great."
PRICES,3 food,"The food was very good, a great deal, and the place its self was great."
AMBIENCE,3 place,"The food was very good, a great deal, and the place its self was great."
GENERAL,3 place,"The food was very good, a great deal, and the place its self was great."
SERVICE,3 wait staff,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town."
GENERAL,3 wait staff,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town."
SERVICE,1 people,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!"
GENERAL,1 people,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!"
RESTAURANT,3 Cafe Noir,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!"
GENERAL,3 Cafe Noir,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!"
SERVICE,1 service,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served."
GENERAL,1 service,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served."
SERVICE,1 waitress,"The waitress, seems to be more concerned of looking good than actually waitressing."
GENERAL,1 waitress,"The waitress, seems to be more concerned of looking good than actually waitressing."
SERVICE,1 manager,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on."
GENERAL,1 manager,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on."
SERVICE,1 waitress,"We did tip, I guess the model/waitress just wanted more and complained to the manager."
GENERAL,1 waitress,"We did tip, I guess the model/waitress just wanted more and complained to the manager."
SERVICE,1 staff,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place."
GENERAL,1 staff,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place."
RESTAURANT,3 Cafe Noir,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place."
GENERAL,3 Cafe Noir,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place."
FOOD,3 Pizza,Pizza here is consistently good.
QUALITY,3 Pizza,Pizza here is consistently good.
FOOD,3 Salads,Salads are a delicious way to begin the meal.
QUALITY,3 Salads,Salads are a delicious way to begin the meal.
FOOD,1 calamari,You should pass on the calamari.
QUALITY,1 calamari,You should pass on the calamari.
FOOD,1 NEG,It is thick and slightly soggy.
QUALITY,1 NEG,It is thick and slightly soggy.
AMBIENCE,3 Decor,Decor is charming.
GENERAL,3 Decor,Decor is charming.
SERVICE,2 Service,Service is average.
GENERAL,2 Service,Service is average.
RESTAURANT,3 place,What a great place.
GENERAL,3 place,What a great place.
AMBIENCE,3 ambience,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
GENERAL,3 ambience,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
RESTAURANT,3 NEG,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
PRICES,3 NEG,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
FOOD,3 food,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
QUALITY,3 food,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
SERVICE,2 NEG,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place."
GENERAL,2 NEG,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place."
FOOD,3 thai cuisine,I would definitely recommend SEA if you like thai cuisine!
QUALITY,3 thai cuisine,I would definitely recommend SEA if you like thai cuisine!
SERVICE,1 customer service,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
GENERAL,1 customer service,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
SERVICE,1 gentleman,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order."
GENERAL,1 gentleman,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order."
SERVICE,1 NEG,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently "
GENERAL,1 NEG,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently "
SERVICE,1 NEG,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude."
GENERAL,1 NEG,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude."
RESTAURANT,1 NEG,Never again!
GENERAL,1 NEG,Never again!
RESTAURANT,3 place,I absolutely Loved this place.
GENERAL,3 place,I absolutely Loved this place.
AMBIENCE,3 atmosphere,"Excellent atmosphere, delicious dishes good and friendly service."
GENERAL,3 atmosphere,"Excellent atmosphere, delicious dishes good and friendly service."
FOOD,3 dishes,"Excellent atmosphere, delicious dishes good and friendly service."
QUALITY,3 dishes,"Excellent atmosphere, delicious dishes good and friendly service."
SERVICE,3 service,"Excellent atmosphere, delicious dishes good and friendly service."
GENERAL,3 service,"Excellent atmosphere, delicious dishes good and friendly service."
RESTAURANT,3 NEG,this is can became on e of the NY Italian Food fare institutions.
GENERAL,3 NEG,this is can became on e of the NY Italian Food fare institutions.
RESTAURANT,3 NEG,I think that it is absolutely brilliant and well runned business operation.
GENERAL,3 NEG,I think that it is absolutely brilliant and well runned business operation.
DRINKS,3 wine list,The wine list is also really nice.
STYLE_OPTIONS,3 wine list,The wine list is also really nice.
RESTAURANT,3 NEG,"Everything was wonderful; food, drinks, staff, mileau."
GENERAL,3 NEG,"Everything was wonderful; food, drinks, staff, mileau."
FOOD,3 food,"Everything was wonderful; food, drinks, staff, mileau."
QUALITY,3 food,"Everything was wonderful; food, drinks, staff, mileau."
DRINKS,3 drinks,"Everything was wonderful; food, drinks, staff, mileau."
QUALITY,3 drinks,"Everything was wonderful; food, drinks, staff, mileau."
SERVICE,3 staff,"Everything was wonderful; food, drinks, staff, mileau."
GENERAL,3 staff,"Everything was wonderful; food, drinks, staff, mileau."
AMBIENCE,3 mileau,"Everything was wonderful; food, drinks, staff, mileau."
GENERAL,3 mileau,"Everything was wonderful; food, drinks, staff, mileau."
RESTAURANT,3 place,I would highly recommend this place!
GENERAL,3 place,I would highly recommend this place!
RESTAURANT,3 Casimir,I have been to Casimir over 5 times and I have always had a great time there.
GENERAL,3 Casimir,I have been to Casimir over 5 times and I have always had a great time there.
FOOD,3 food,The food is great and reasonably priced.
QUALITY,3 food,The food is great and reasonably priced.
FOOD,3 food,The food is great and reasonably priced.
PRICES,3 food,The food is great and reasonably priced.
SERVICE,1 hostess,"I have tried to make reservations, but both times, the hostess didn't have my name."
GENERAL,1 hostess,"I have tried to make reservations, but both times, the hostess didn't have my name."
AMBIENCE,3 outside table,"If the weather is nice, try to snag an outside table."
GENERAL,3 outside table,"If the weather is nice, try to snag an outside table."
SERVICE,3 staff,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often."
GENERAL,3 staff,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often."
AMBIENCE,1 unisex bathroom,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often."
GENERAL,1 unisex bathroom,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often."
RESTAURANT,3 NEG,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.
GENERAL,3 NEG,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.
FOOD,3 caviar,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it."
QUALITY,3 caviar,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it."
SERVICE,3 waitstaff,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it."
GENERAL,3 waitstaff,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it."
SERVICE,3 waitstaff,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed."
GENERAL,3 waitstaff,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed."
FOOD,3 caviar,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.
QUALITY,3 caviar,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.
SERVICE,3 service,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.
GENERAL,3 service,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.
