labels	key_words	review
3service	wait	"We were worried we would have trouble getting in, but somehow managed to have a short wait."
3food	fried shrimp	"My wife had the fried shrimp which are huge and loved it."
3food	NEGATIVE	"Everything I had was good, and I'm a eater."
1food	food	"One should not go to Lucky Strike for the food."
1service	service	"The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave."
2food	appetizer	"We could only get through an appetizer and cheese fondue."
2anecdotes/miscellaneous	appetizer	"We could only get through an appetizer and cheese fondue."
3ambience	NEGATIVE	"To me it exemplifies Soho, cute, artsy, interesting."
3food	NEGATIVE	"Try everything for that matter, it is all good."
1service	table	"Both times we waited well over a half hour for a table (even though we had reservations)."
3anecdotes/miscellaneous	NEGATIVE	"happy to be a regular at this place and would warmly recommend it to anyone."
3anecdotes/miscellaneous	NEGATIVE	"I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants."
3anecdotes/miscellaneous	NEGATIVE	"I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants."
3service	manager	"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
3food	green curry	"Try the green curry!!!"
3food	scallops	"We had the scallops as an appetizer and they were delicious and the sauce was wonderful."
3service	service	"We were also seated promptly at the time of our reservation and the service was very quick and professional."
3food	seat	"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
3service	seat	"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
3food	food	"The food there are sastifying."
3anecdotes/miscellaneous	NEGATIVE	"I highly recommend to anyone to give this place a try."
3anecdotes/miscellaneous	dinner	"I highly recommend visiting this restaurant and having dinner and drinks!"
3food	dinner	"I highly recommend visiting this restaurant and having dinner and drinks!"
3food	bar	"The bar is very well stocked with interesting beers and well priced wines."
2anecdotes/miscellaneous	NEGATIVE	"I agree."
1anecdotes/miscellaneous	reservations	"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
1service	reservations	"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
3food	food	"The food was good."
3food	wine selection	"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
1ambience	music	"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
1anecdotes/miscellaneous	NEGATIVE	"It just wasn't Thai."
3food	fish	"I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way."
3anecdotes/miscellaneous	fish	"I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way."
3food	yellowfun tuna	"I particularly love their yellowfun tuna and their mussel selection."
3anecdotes/miscellaneous	bagel	"I love to visit Murrays for my bagel fix."
3ambience	scenery	"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
3anecdotes/miscellaneous	NEGATIVE	"Recommended."
3ambience	place	"The place was nice and calm."
3food	Cheese plate	"Cheese plate is a varied delight and great bargain at $10."
3price	Cheese plate	"Cheese plate is a varied delight and great bargain at $10."
1food	glasses of water	"I could have drank 4 glasses of water and still been parched - so watch out."
3service	service	"When we sat, we got great and fast service."
3service	servers	"Most of the servers are very attentive, friendly and quite attractive."
2anecdotes/miscellaneous	NEGATIVE	"I think locals rate this place so high."
2service	Service	"Service is average."
3food	Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual)	"But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual)."
3anecdotes/miscellaneous	NEGATIVE	"Go girls!!!"
1service	sandwich	"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
3food	steak	"The steak is good, the fish is good and the sushi was surprisingly great."
2anecdotes/miscellaneous	NEGATIVE	"For asian fusion, there are many places further downtown."
2anecdotes/miscellaneous	NEGATIVE	"Old school meets New world."
3anecdotes/miscellaneous	pizza	"I am reluctant to write because I would not want my jem of a pizza place to become overcrowded."
1service	service	"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
1ambience	service	"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
3anecdotes/miscellaneous	NEGATIVE	"This is probably one of my new favorite places."
1anecdotes/miscellaneous	NEGATIVE	"For being number 1, this place has alot of work to do in order to truly earn its so called reputation."
2anecdotes/miscellaneous	NEGATIVE	"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
2ambience	NEGATIVE	"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
2anecdotes/miscellaneous	NEGATIVE	"The one on the east side is much better than the one on the west side."
3service	NEGATIVE	"They all know you."
3food	cocktails	"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
3ambience	cocktails	"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
3food	apple tarte tatin	"We ended the dinner with a surprisingly light and flaky apple tarte tatin."
3food	buffet	"The buffet had a nice selection."
3service	Waitstaff	"Waitstaff are very friendly."
3anecdotes/miscellaneous	NEGATIVE	"This restaurant is such a great place."
2ambience	NEGATIVE	"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro."
3anecdotes/miscellaneous	NEGATIVE	"I've been several times and am totally smitten."
1anecdotes/miscellaneous	NEGATIVE	"Terrible experience."
3anecdotes/miscellaneous	NEGATIVE	"I love the place."
1service	Service	"Service was slow had to wait to order and get food although not crowded."
2anecdotes/miscellaneous	chocolate	"Will have to return to try the chocolate!"
3price	NEGATIVE	"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms."
2ambience	NEGATIVE	"There is a real gallery of stars that have visited."
1food	food	"The food was below average, the service was pathetic, there was no ambience at all."
1service	food	"The food was below average, the service was pathetic, there was no ambience at all."
1ambience	food	"The food was below average, the service was pathetic, there was no ambience at all."
3ambience	SHOWS	"I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS."
2anecdotes/miscellaneous	New York Bagel	"Our first time in New York and we had to try a New York Bagel."
3service	service	"service was efficient courteous."
1anecdotes/miscellaneous	NEGATIVE	"this one is definintely my least favorite."
2anecdotes/miscellaneous	NEGATIVE	"I have been urged by friends for months to check out the mermaid inn."
1food	miso soup	"The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past."
3anecdotes/miscellaneous	NEGATIVE	"Everytime my husband and I go there, we are never disappointed."
3food	bagels	"They are the best bagels I've had."
3anecdotes/miscellaneous	NEGATIVE	"We were not disappointed."
2anecdotes/miscellaneous	ambience	"I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food."
3ambience	space	"Toons has recently been redone, so it's now a very attractive space."
2food	filets	"$160 for 2 filets, 2 sides, an appetizer and drinks."
2price	filets	"$160 for 2 filets, 2 sides, an appetizer and drinks."
3price	prices	"While the prices are nothing special, the portions are huge."
3food	prices	"While the prices are nothing special, the portions are huge."
3ambience	location	"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
3food	location	"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
1anecdotes/miscellaneous	dinner	"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!"
3ambience	spot	"However, I think this place is a good hang out spot."
1price	menu	"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
3food	menu	"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
2anecdotes/miscellaneous	NEGATIVE	"Rao is a good restaurant, but it's nothing special."
3food	wine list	"The wine list is extensive and impressive."
3service	waitress	"We had the most wonderful waitress."
4service	staff	"While the staff at this little bistro is very friendly, I have never experienced more incompetency."
3food	quail	"The quail was fantastic and unique and the pastas were full of flavor."
2anecdotes/miscellaneous	NEGATIVE	"When we left at 8:00 PM, it was packed and noisy."
1ambience	NEGATIVE	"When we left at 8:00 PM, it was packed and noisy."
2anecdotes/miscellaneous	NEGATIVE	"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown."
3food	zucchini	"The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth."
3service	staff	"The staff is courteous and friendly."
3anecdotes/miscellaneous	NEGATIVE	"Never fails to please."
3service	Decor	"Decor is nice though service can be spotty."
3ambience	Decor	"Decor is nice though service can be spotty."
3food	service	"Aside from the rushed service, we were very impressed with the food and the drinks."
1service	service	"Aside from the rushed service, we were very impressed with the food and the drinks."
3anecdotes/miscellaneous	NEGATIVE	"Will absolutely visit again."
3food	Spicy Scallop roll	"Make sure you have the Spicy Scallop roll.. ."
3anecdotes/miscellaneous	Indian dining experience	"I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar."
3price	Indian dining experience	"I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar."
3food	Indian dining experience	"I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar."
4ambience	Pub atmosphere	"And even with it's Pub atmosphere they were great to my kids too!"
3price	sushi	"This big draw is the all you can sushi here for $19.95!"
3anecdotes/miscellaneous	NEGATIVE	"I consider the best Grand Sichuan restaurant in NYC."
3anecdotes/miscellaneous	NEGATIVE	"we spent 50 $$ definetly will come back with my friends!!!"
3price	NEGATIVE	"we spent 50 $$ definetly will come back with my friends!!!"
2anecdotes/miscellaneous	NEGATIVE	"Went to Village last night for my birthday."
1service	workers	"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
3food	specials	"The specials are usually quite good too."
3food	desserts	"They've the best desserts and mixed drinks as well as snack foods."
3food	chocolate mud cake (warmed)	"Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato."
4anecdotes/miscellaneous	NEGATIVE	"That's good and bad."
3ambience	stauff	"Really cool stauff inside."
2anecdotes/miscellaneous	classical furniture	"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
3ambience	classical furniture	"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
1food	classical furniture	"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
3food	burger	"The best burger I have had in the Village."
2anecdotes/miscellaneous	menu	"We visited Orsay during NY Restaurant Week and tried their $35 menu."
3food	cole slaw	"I would have gotten some cole slaw and a knish if my stomach had more space."
4anecdotes/miscellaneous	NEGATIVE	"came here for restaurant week, didn't save much, but it was still great."
4price	NEGATIVE	"came here for restaurant week, didn't save much, but it was still great."
1anecdotes/miscellaneous	NEGATIVE	"Would NEVER go back there."
2anecdotes/miscellaneous	dinner	"Three of us arrived for dinner about 5:30 on a week night without reservations."
3food	blond wood decor	"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
3service	blond wood decor	"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
3ambience	blond wood decor	"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
4anecdotes/miscellaneous	wait	"There is usually a wait but it is well worth it."
2anecdotes/miscellaneous	NEGATIVE	"Be careful, when they say spicy, they mean it!"
1anecdotes/miscellaneous	money	"Your money could easily be better spent elsewhere (Anywhere)."
1service	bagel	"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
3food	glass of wine	"As always we had a great glass of wine while we waited."
2anecdotes/miscellaneous	NEGATIVE	"Bring your appetites."
3service	wait staff	"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
1ambience	atmosphere	"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
3service	Service	"Service was very good and warm."
2food	chicken tikka-masala	"For dinner I had the chicken tikka-masala and some garlic naan."
3ambience	dinner	"Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC."
1ambience	NEGATIVE	"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
1service	NEGATIVE	"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
3anecdotes/miscellaneous	NEGATIVE	"Seriously, this place kicks ass."
3food	Food	"Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went."
3ambience	Food	"Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went."
1food	NEGATIVE	"Also, because it is so thin, it gets cold very quickly and its not that filling."
1food	food	"The food is nothing like its menu description."
3food	Pad Se-Ew	"Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience."
2food	pizza	"It's just O.K. pizza."
3anecdotes/miscellaneous	NEGATIVE	"I loved it and would HIGHLY RECOMMEND."
2anecdotes/miscellaneous	NEGATIVE	"I've been here twice now."
2food	food	"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
4ambience	food	"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
3anecdotes/miscellaneous	NEGATIVE	"THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT."
4service	service	"The service was a bit slow, but they were very friendly."
1anecdotes/miscellaneous	NEGATIVE	"However, I do not understand the extraordinary hype about this restaurant."
3ambience	NEGATIVE	"It's a small cute restaurant."
3anecdotes/miscellaneous	NEGATIVE	"I will be returning."
3food	specials	"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
3ambience	specials	"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
3food	food	"The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city."
3food	Shabu-Shabu	"Thius is a must for anyone who loves Shabu-Shabu."
1food	food	"The food was absolutely horrible!"
4food	Food	"Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh."
1ambience	NEGATIVE	"Restaurant was dirty and unkempt."
3anecdotes/miscellaneous	NEGATIVE	"Nice place though."
3anecdotes/miscellaneous	NEGATIVE	"Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!"
2anecdotes/miscellaneous	dinner special	"Similar to other Indian restaurants, they use the dinner special to attract customers at the door."
4ambience	NEGATIVE	"It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!"
2anecdotes/miscellaneous	food	"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
1service	food	"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
3food	food	"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
3food	crackling calamari salad	"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed."
2food	sushi place	"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
3price	sushi place	"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
3anecdotes/miscellaneous	group dinner	"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20."
3food	Thai ice tea	"The Thai ice tea was amazingly smooth and yummy!"
3service	staff	"We've never had any problems with the staff but maybe we've been lucky?"
1price	Drinks	"Drinks way over priced."
1service	noise level	"The main downside to the place is the nazi-like guy running it who constantly complains about the noise level."
1food	food	"What I didn't like was how the food came right after it was ordered."
1anecdotes/miscellaneous	NEGATIVE	"But WARNING: to all those that use this site be weary, be very weary of recommendations."
2price	prices	"Moderate prices."
3anecdotes/miscellaneous	NEGATIVE	"We had a great time at the Jekyll and hyde Pub last night."
3anecdotes/miscellaneous	NEGATIVE	"Try it side by side and there's no comparison."
3food	meals	"I think I've had some the best meals of my life at minnow."
4food	food	"My biggest complaint was the un-tasty food although presented well."
2ambience	NEGATIVE	"This tiny restaurant is as cozy as it gets, with that certain Parisian flair."
2anecdotes/miscellaneous	NEGATIVE	"So sorry I can't rate this better."
3food	food	"Most importantly, food is excellent."
3anecdotes/miscellaneous	NEGATIVE	"Buon appetito!"
4ambience	roofdeck	"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
3anecdotes/miscellaneous	NEGATIVE	"If we were to move from the upper east side, we would genuinely miss this restaurant."
3service	manager	"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing."
2anecdotes/miscellaneous	NEGATIVE	"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late."
2service	service	"However, service was as plain as sesame crusted Salmon I had."
2food	service	"However, service was as plain as sesame crusted Salmon I had."
3anecdotes/miscellaneous	NEGATIVE	"I would highly recommend it."
3anecdotes/miscellaneous	lunch	"It's great to go for a quick lunch either alone or with a friend."
2food	food	"The food was mediocre at best but it was the horrible service that made me vow never to go back."
1service	food	"The food was mediocre at best but it was the horrible service that made me vow never to go back."
3anecdotes/miscellaneous	NEGATIVE	"LLOOVVE THIS PLACE."
2anecdotes/miscellaneous	crowd	"So some of the reviews here are accurate about the crowd and noise."
3food	eats	"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting."
3ambience	eats	"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting."
3price	eats	"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting."
3anecdotes/miscellaneous	NEGATIVE	"Finally, after all the raving I went to check it out with one of my enthusiastic friends this last Saturday night and let me tell you its all its cracked up to be."
2anecdotes/miscellaneous	NEGATIVE	"Place should also have a 1,2,3 chili rating to be more authentic..."
1service	service	"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served."
2anecdotes/miscellaneous	NEGATIVE	"Went last Thursday."
3anecdotes/miscellaneous	NEGATIVE	"I love this place more and more everytime i go."
3anecdotes/miscellaneous	NEGATIVE	"I go and eat out at many different restaurants and this is one place you have go and try."
3anecdotes/miscellaneous	NEGATIVE	"I go and eat out at many different restaurants and this is one place you have go and try."
3food	atmosphere	"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!"
4ambience	atmosphere	"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!"
1price	atmosphere	"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!"
1service	desserts	"We only ordered desserts and drinks, but no refills were offered."
3anecdotes/miscellaneous	NEGATIVE	"Saul is the best restaurant on Smith Street and in Brooklyn."
4service	Waiters	"Waiters are slow but sweet."
2anecdotes/miscellaneous	dinner	"I have been here a few times for dinner, once for brunch and twice for lunch."
2anecdotes/miscellaneous	NEGATIVE	"We went to Ino for Valentines."
3food	menu	"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass."
4anecdotes/miscellaneous	NEGATIVE	"It was good, but was not what I thought it would be."
3ambience	music	"The music is the best among all the Indian restaurants I have visited."
3food	bread	"The bread and lamb chops I had before the meal were quite good, however."
2anecdotes/miscellaneous	NEGATIVE	"He always says, I don't have customers."
3service	service	"Rao's has the best service and atmosphere in NYC."
3ambience	service	"Rao's has the best service and atmosphere in NYC."
2anecdotes/miscellaneous	beer	"instead ordered an ice cold beer which to me works with indian."
3anecdotes/miscellaneous	NEGATIVE	"Good for dates or with friends."
1service	noodles	"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table."
3food	Chicken Tikka Masala	"one of the best Chicken Tikka Masala."
3food	dumplings	"Excellent dumplings served amid clean, chic decor."
3ambience	dumplings	"Excellent dumplings served amid clean, chic decor."
1service	kitchen	"The kitchen however, is almost always slow."
3food	corned beef	"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square."
3service	wait staff	"Cute place, nice wait staff but would never go there again."
3ambience	wait staff	"Cute place, nice wait staff but would never go there again."
3anecdotes/miscellaneous	NEGATIVE	"We had a good time."
3service	hostess	"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do..."
4service	people	"people are rude bit again it's new york!"
3price	NEGATIVE	"We all felt it was worth it."
3food	plain slice	"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places."
1service	Service	"Service was also horrible and the ambience is not that great."
1ambience	Service	"Service was also horrible and the ambience is not that great."
3food	Service	"Service is great, takeout is good too."
3service	Service	"Service is great, takeout is good too."
2anecdotes/miscellaneous	NEGATIVE	"Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM."
3food	pizza	"The pizza is overpriced and soggy."
3price	pizza	"The pizza is overpriced and soggy."
3food	menu	"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city."
3ambience	menu	"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city."
3price	NEGATIVE	"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare."
1price	quality of food	"For the quality of food, a little too expensive."
1food	quality of food	"For the quality of food, a little too expensive."
2anecdotes/miscellaneous	NEGATIVE	"Came looking for this place because I heard good things."
2anecdotes/miscellaneous	NEGATIVE	"I live on the street this place is on."
1anecdotes/miscellaneous	NEGATIVE	"Horrible."
1ambience	fish tanks	"Here's to the fake fish tanks too..."
3anecdotes/miscellaneous	wait	"Its worth the wait though."
3food	service	"I've never had bad service and the fish is fresh and delicious."
3service	service	"I've never had bad service and the fish is fresh and delicious."
2food	live jazz band	"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
3ambience	live jazz band	"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
3ambience	tea room	"we decided to eat in tea room which was small and cute."
3anecdotes/miscellaneous	meal	"What an amazing meal and experience!"
3food	meal	"What an amazing meal and experience!"
3food	apppetizers	"Unique apppetizers."
3service	staff	"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in."
3price	dinner	"IT is the best deal in town for a Monday night dinner at a fine restaurant."
2anecdotes/miscellaneous	NEGATIVE	"Nothing special about this place."
1price	sandwiches	"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side."
3anecdotes/miscellaneous	NEGATIVE	"and never strayed."
3ambience	wait	"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative."
2anecdotes/miscellaneous	NEGATIVE	"Leave the kids at home!"
1anecdotes/miscellaneous	money	"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else."
1price	money	"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else."
2food	money	"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else."
3food	service	"Everything is always cooked to perfection, the service is excellent, the decor cool and understated."
3service	service	"Everything is always cooked to perfection, the service is excellent, the decor cool and understated."
3ambience	service	"Everything is always cooked to perfection, the service is excellent, the decor cool and understated."
3price	NEGATIVE	"And all of that won't break your bank!"
3food	Thai food	"The Thai food is good."
2anecdotes/miscellaneous	NEGATIVE	"Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants."
3food	selection of wine	"Great selection of wine, and seafood."
3food	NEGATIVE	"delicious."
3price	prices	"Acceptable prices."
3anecdotes/miscellaneous	NEGATIVE	"Big thumbs up!"
2anecdotes/miscellaneous	sushi bar	"we were seated at the sushi bar in front of yasuda."
2anecdotes/miscellaneous	NEGATIVE	"We have lived in Chelsea for two years and have never noticed this restaurant."
3food	taste	"As I made the title, it's an affordable restaurant for great taste."
3price	taste	"As I made the title, it's an affordable restaurant for great taste."
3service	NEGATIVE	"They even scoop it out nice (for those on a diet) not too much not to little."
1price	price	"Definitely not worth the price!"
3food	French food	"Orsay, is a very pleasnt throw back to traditional French food, and French service as well."
3service	French food	"Orsay, is a very pleasnt throw back to traditional French food, and French service as well."
3service	table	"It's easy to get a table for a large group and you don't get hustled out."
3food	food	"Great food at reasonable prices."
3price	food	"Great food at reasonable prices."
3food	Salads	"Salads are a delicious way to begin the meal."
3food	tamarind duck	"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways."
2anecdotes/miscellaneous	NEGATIVE	"That's why you have to pay more for that."
2anecdotes/miscellaneous	view	"If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer."
3ambience	view	"If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer."
3anecdotes/miscellaneous	NEGATIVE	"I loved it."
2anecdotes/miscellaneous	NEGATIVE	"They're are better Taiwanese restaurants and they are located in Flushing, Queens."
3price	prices	"The prices are about $9 for an entree for dinner and even less for lunch."
3price	prices	"and you can't beat the prices."
2anecdotes/miscellaneous	NEGATIVE	"but I wouldn't wanna live there."
2anecdotes/miscellaneous	NEGATIVE	"Arigato Gozimas Yuka!"
3food	cuisine	"Should you happen to be impressed by the cuisine definitely try it."
3food	black cod with yuzu sauce	"I had the black cod with yuzu sauce, which was wonderful."
1price	Prices	"Prices too high for this cramped and unappealing resturant."
1ambience	Prices	"Prices too high for this cramped and unappealing resturant."
3anecdotes/miscellaneous	NEGATIVE	"Tuk Tuk is one of the rare choices for me to go in Brooklyn."
3anecdotes/miscellaneous	NEGATIVE	"This quiet dark asian bistro is well worth the trip."
2anecdotes/miscellaneous	NEGATIVE	"I knew upon visiting NYC that I wanted to try an orginal deli."
3anecdotes/miscellaneous	NEGATIVE	"I would highly recommend this place!"
1service	spot	"Total hipster-wannabe attitude in an otherwise sweet spot."
3ambience	spot	"Total hipster-wannabe attitude in an otherwise sweet spot."
1service	wait	"Yes, there might be a wait if you have no reservations."
3anecdotes/miscellaneous	NEGATIVE	"Thank You Emilio."
3anecdotes/miscellaneous	NEGATIVE	"First of all Dal Bukhara Rocks."
1food	bread	"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food."
1service	bread	"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food."
3food	NEGATIVE	"- i asked for them spicy and they were delicious)."
3food	NEGATIVE	"It is terrific, as is the value."
3price	NEGATIVE	"It is terrific, as is the value."
3food	pizza	"The sicilian is my favorite it is moist not dry like most places but all their pizza is great!"
3ambience	Downstairs lounge	"Downstairs lounge is always a good attraction"
1price	menu prices	"The menu prices are a bit expensive for what you get in quality and portion size."
1food	menu prices	"The menu prices are a bit expensive for what you get in quality and portion size."
3food	food	"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
3service	food	"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
1service	food	"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine."
3service	takeout	"The takeout is great too since they give high quality tupperware as well."
1food	food	"The food was not fresh, the sauces were bland and very oily."
3anecdotes/miscellaneous	NEGATIVE	"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants."
1price	prix fixe meal	"Could be pricey without a prix fixe meal."
3ambience	ambiance	"This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive."
3anecdotes/miscellaneous	NEGATIVE	"I would defiantly come back here again as one of my top choices."
4food	expresso	"One of us actually liked the expresso - that's it."
3service	NEGATIVE	"Everyone was more then happy with his choices."
3service	waitress	"Again, the waitress was awesome."
3anecdotes/miscellaneous	NEGATIVE	"Worth the trip from Manhattan."
3anecdotes/miscellaneous	shows	"I loved everythig about it-especially the shows and actors."
3ambience	shows	"I loved everythig about it-especially the shows and actors."
3food	service	"The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals."
3service	service	"The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals."
2food	food	"The food was just OK, I would never go back."
