labels	key_words	review
3FOOD#QUALITY	pesto pizza	"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before."
3LOCATION#GENERAL	NULL	"Conveniently located too, being right on Bedford ave."
3AMBIENCE#GENERAL	back garden sitting area	"THe back garden sitting area is very pleasant, where you can see their personal herb garden."
3RESTAURANT#GENERAL	NULL	"I will definetly be going back."
3FOOD#QUALITY	lobster sandwich	"We had the lobster sandwich and it was FANTASTIC."
1FOOD#STYLE_OPTIONS	NULL	"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had."
3FOOD#QUALITY	scallops	"We had the scallops as an appetizer and they were delicious and the sauce was wonderful."
3DRINKS#QUALITY	martinis	"We waited at the bar and had martinis that were just right."
3RESTAURANT#GENERAL	NULL	"We will be back."
3FOOD#QUALITY	food	"love the food."
3FOOD#QUALITY	japanese comfort food	"it's the only place you can get yummy authentic japanese comfort food."
3RESTAURANT#PRICES	NULL	"and you can't beat the prices."
3RESTAURANT#GENERAL	NULL	"highly recommended."
3RESTAURANT#GENERAL	place	"I've lived in NY for 5 years and this place has it all."
3FOOD#QUALITY	food	"Great food, good size menu, great service and an unpretensious setting."
3FOOD#QUALITY	dishes	"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had)."
3RESTAURANT#GENERAL	place	"I'm glad I was introduced to this place and this is a rare gem in NY."
3FOOD#QUALITY	NULL	"The freshest, best variety, and the fastest delivery."
3RESTAURANT#PRICES	NULL	"Also very inexpensive."
3RESTAURANT#GENERAL	NULL	"A great choice at any cost and a great deal."
3SERVICE#GENERAL	service	"The service was excellent and the food was delicious."
3FOOD#QUALITY	sushi	"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura."
3RESTAURANT#MISCELLANEOUS	spot	"Definitely a great spot for a nice occasion or date."
3FOOD#QUALITY	Thai food	"Average to good Thai food, but terrible delivery."
1SERVICE#GENERAL	NULL	"I've waited over one hour for food."
1SERVICE#GENERAL	NULL	"They were very abrupt with me when I called and actually claimed the food was late because they were out of rice."
1RESTAURANT#MISCELLANEOUS	Thai restaurant	"A Thai restaurant out of rice during dinner?"
1FOOD#QUALITY	food	"The food arrived 20 minutes after I called, cold and soggy."
3RESTAURANT#PRICES	place	"This is a wonderful place on all stand points especially value ofr money."
3SERVICE#GENERAL	service	"An excellent service"
3SERVICE#GENERAL	waiter	"We were greeted promptly by the waiter who was very nice and cordial."
3SERVICE#GENERAL	NULL	"She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food."
3FOOD#STYLE_OPTIONS	food	"The food looked very appetizing and delicious since it came on a variety of fancy plates."
3FOOD#QUALITY	Gulab Jamun (dessert)	"We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter."
3RESTAURANT#GENERAL	restaurant	"I thanked my friend who recommended me this restaurant and will certainly recommend it to others."
3SERVICE#GENERAL	Service	"Service here was great, food was fantastic."
3FOOD#QUALITY	Guacamole+shrimp appetizer	"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared."
3RESTAURANT#GENERAL	NULL	"Will absolutely visit again."
3RESTAURANT#GENERAL	place	"You cannot go wrong with this place."
3FOOD#QUALITY	food	"The food is outstanding and the service is quick, friendly and very professional."
3RESTAURANT#MISCELLANEOUS	crowd	"Always a nice crowd, but never loud."
3RESTAURANT#GENERAL	NULL	"Go here."
3RESTAURANT#MISCELLANEOUS	NULL	"Good for dates or with friends."
3RESTAURANT#MISCELLANEOUS	pizza place	"I am reluctant to write because I would not want my jem of a pizza place to become overcrowded."
3RESTAURANT#GENERAL	NULL	"However, it is jus too good to not praise it."
3FOOD#QUALITY	pizza	"By far, the best pizza in Manhattan."
3FOOD#QUALITY	crust	"The crust is thin, the ingredients are fresh and the staff is friendly."
3FOOD#STYLE_OPTIONS	menu	"The menu has so many fish items and oysters."
3FOOD#QUALITY	fish	"The fish was really,really fresh."
3RESTAURANT#GENERAL	mare	"We all agreed that mare is one of the best seafood restaurants in New York."
3RESTAURANT#GENERAL	pizzeria	"I stumbled upon this great pizzeria as I explored my new neighborhood."
3FOOD#QUALITY	pizzas	"All of the pizzas are terrific and the price is even better!"
3FOOD#QUALITY	Sophia pizza	"I highly recommend the Sophia pizza."
3FOOD#QUALITY	NULL	"It's to die for!"
1FOOD#QUALITY	food	"The food was mediocre at best but it was the horrible service that made me vow never to go back."
1SERVICE#GENERAL	waiter	"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here."
1SERVICE#GENERAL	NULL	"So rushing us out was absolutely unnecessary!"
1FOOD#QUALITY	food	"For the people who want great food plus great service, Roxy is a place to AVOID!"
3FOOD#QUALITY	sushi	"The first time the sushi was outstanding, the second time it was a little bland."
2RESTAURANT#GENERAL	NULL	"I'm sure I'll return for a final judgement tho."
3AMBIENCE#GENERAL	blond wood decor	"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
3RESTAURANT#GENERAL	Mizu	"Mizu is the Japenese find in Grammercy."
3FOOD#QUALITY	kitchen food	"While their kitchen food is delicious, their Sushi is out of this world."
3FOOD#STYLE_OPTIONS	rolls	"Mizu is home to creative and unique rolls not to found anywhere else."
3FOOD#QUALITY	cuisine	"Not only is the cuisine the best around, the service has always been attentive and charming."
3RESTAURANT#GENERAL	Mizu	"Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!"
3SERVICE#GENERAL	people	"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up."
1FOOD#QUALITY	smoked salmon and roe appetizer	"I ordered the smoked salmon and roe appetizer and it was off flavor."
1FOOD#QUALITY	entree	"The entree was bland and small, dessert was not inspired."
1FOOD#PRICES	menu	"I expected quite a bit more from such an expensive menu."
3LOCATION#GENERAL	view	"The view is spectacular, and the food is great."
3DRINKS#QUALITY	strawberry daiquiries	"Wonderful strawberry daiquiries as well!"
3RESTAURANT#GENERAL	NULL	"Definitely worth the trip to Battery Park City!"
3RESTAURANT#GENERAL	NULL	"One of my favorite places in Manhattan."
3FOOD#QUALITY	Taiwanese food	"Authentic Taiwanese food that's cheap... what more could you ask for?"
3RESTAURANT#GENERAL	NULL	"(Besides that there should be more restaurants like it around the city)."
3FOOD#QUALITY	cold appetizer dishes	"The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan."
3FOOD#QUALITY	food	"delicious simple food in nice outdoor atmosphere."
3SERVICE#GENERAL	wait staff	"Kind, attentive wait staff."
3FOOD#QUALITY	scallops	"I really like both the scallops and the mahi mahi (on saffron risotto-yum!)."
3FOOD#QUALITY	chicken and mashed potatos	"My friend devoured her chicken and mashed potatos."
3FOOD#QUALITY	crab cakes	"Delicious crab cakes too."
3AMBIENCE#GENERAL	garden	"Even if the food wasn't this good, the garden is a great place to sit outside and relax."
3RESTAURANT#GENERAL	joint	"Great neighborhood joint."
3FOOD#STYLE_OPTIONS	selection of thin crust pizza	"This is a nice pizza place with good selection of thin crust pizza including the Basil slice."
1FOOD#QUALITY	calzones	"Their calzones are horrific, bad, vomit-inducing, YUCK."
1FOOD#QUALITY	NULL	"They smell like they stuff them with old canned vegetables like the spinach mushroom calzone."
1SERVICE#GENERAL	counter service	"The counter service is bad."
1SERVICE#GENERAL	NULL	"They charge different prices all the time."
1SERVICE#GENERAL	NULL	"They're rude at times, and not very friendly."
1RESTAURANT#GENERAL	PIZZA 33	"NO PIZZA 33 for me!"
1FOOD#QUALITY	NULL	"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary."
1FOOD#STYLE_OPTIONS	dosas	"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these."
1FOOD#QUALITY	sandwiches	"The sandwiches are dry, tasteless and way overpriced."
1RESTAURANT#GENERAL	place	"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too."
3RESTAURANT#GENERAL	place	"Seriously, this place kicks ass."
3AMBIENCE#GENERAL	atmosphere	"The atmosphere is unheralded, the service impecible, and the food magnificant."
3FOOD#QUALITY	Italian food	"Best Italian food I ever had (and being Italian, that means alot)."
3RESTAURANT#GENERAL	NULL	"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up."
3AMBIENCE#GENERAL	place	"This is such a lovely, peaceful place to eat outside."
3LOCATION#GENERAL	restaurant	"The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty."
3LOCATION#GENERAL	NULL	"It is set far from the small street it's on, and there is no traffic noise."
3FOOD#QUALITY	food	"The food is good, especially their more basic dishes, and the drinks are delicious."
3LOCATION#GENERAL	place	"This is a great place to take out-of-towners, and perfect for watching the sunset."
3FOOD#QUALITY	sushi	"Great sushi experience."
3RESTAURANT#PRICES	NULL	"Nice value."
3FOOD#QUALITY	apppetizers	"Unique apppetizers."
3FOOD#QUALITY	sushimi cucumber roll	"Try sushimi cucumber roll."
3FOOD#QUALITY	spreads	"Good spreads, great beverage selections and bagels really tasty."
1SERVICE#GENERAL	NULL	"THE BIG COMPLAINT: NO TOASTING AVAILABLE."
1SERVICE#GENERAL	NULL	"Murray won't do it."
1SERVICE#GENERAL	NULL	"Won't or Can't is not in the service directory."
1SERVICE#GENERAL	service	"But who says Murray's is anything about service."
2RESTAURANT#GENERAL	NULL	"So close, but not good enough."
1RESTAURANT#MISCELLANEOUS	NULL	"Don't be fooled by crowds of people."
1SERVICE#GENERAL	service	"The service is awful."
1RESTAURANT#GENERAL	place	"This place is not worth the prices."
1SERVICE#GENERAL	NULL	"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it."
3RESTAURANT#GENERAL	Pizza 33	"Love Pizza 33.."
3FOOD#QUALITY	Pizza	"I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza."
3RESTAURANT#GENERAL	NULL	"It hits the spot every time"
3RESTAURANT#GENERAL	Williamsburg spot	"This tiny Williamsburg spot is always pleasantly surprising."
3FOOD#QUALITY	pizza	"The pizza is delicious and the proprietor is one of the nicest in NYC."
3RESTAURANT#GENERAL	NULL	"I've been many time and have never been disappointed."
3FOOD#STYLE_OPTIONS	NULL	"They even scoop it out nice (for those on a diet) not too much not to little."
3FOOD#QUALITY	cream cheeses	"The cream cheeses are out of this world and I love that coffee!!"
3SERVICE#GENERAL	NULL	"A little crowded but they move that line really fast!"
1RESTAURANT#PRICES	NULL	"A little pricey but it really hits the spot on a Sunday morning!"
2FOOD#QUALITY	Bagels	"Bagels are ok, but be sure not to make any special requests!"
1SERVICE#GENERAL	manager	"I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!"
1FOOD#QUALITY	NULL	"Be sure not to get anything other than bagels!.."
1FOOD#QUALITY	turkey burgers	"the turkey burgers are scary!"
1FOOD#QUALITY	Japanese food	"The worst excuse for Japanese food I've ever encountered."
1FOOD#QUALITY	soup for the udon	"The soup for the udon was soy sauce and water."
1FOOD#QUALITY	sushi	"The sushi was awful!"
1FOOD#QUALITY	rice	"The rice was poor quality and was cooked so badly it was hard."
1FOOD#QUALITY	rice	"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting."
1FOOD#STYLE_OPTIONS	fish	"The fish was adequate, but inexpertly sliced."
1FOOD#QUALITY	Japanese cuisine	"It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine."
3SERVICE#GENERAL	service	"Good, fast service."
3RESTAURANT#GENERAL	NULL	"I would highly recommend."
3FOOD#QUALITY	Food	"Food is great and inexpensive."
3LOCATION#GENERAL	location	"The location is perfect."
3RESTAURANT#GENERAL	NULL	"Give it a try and enjoy."
1AMBIENCE#GENERAL	place	"Well, this place is so Ghetto its not even funny."
1DRINKS#PRICES	bottle minimun	"If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here."
1RESTAURANT#GENERAL	NULL	"Would NEVER go back there."
3FOOD#QUALITY	Pizza	"Awsome Pizza especially the Margheritta slice."
3SERVICE#GENERAL	NULL	"Always busy but fast moving."
3AMBIENCE#GENERAL	atmoshere	"Great atmoshere and worth every bit."
3RESTAURANT#MISCELLANEOUS	NULL	"Open late (well as late as I ever got there and I'm a night person)"
3SERVICE#GENERAL	staff	"Winnie and her staff are the best crew you can find serving you."
3FOOD#QUALITY	food	"The food is reliable and the price is moderate."
3RESTAURANT#GENERAL	NULL	"What more can you ask for?"
3FOOD#QUALITY	Thai food	"For authentic Thai food, look no further than Toons."
3FOOD#QUALITY	Pad Thai	"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious."
3RESTAURANT#GENERAL	restaurant	"Everything about this restaurant was special."
3SERVICE#GENERAL	service	"The service was attentive, yet discreet."
3FOOD#QUALITY	NULL	"The flavors robust and subtle."
3FOOD#QUALITY	brioche and lollies	"The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal."
3RESTAURANT#GENERAL	NULL	"I'm saving up for my next visit."
3AMBIENCE#GENERAL	place	"The place was quiet and delightful."
3SERVICE#GENERAL	Service	"Service was good and food is wonderful."
3FOOD#QUALITY	salmon	"I did not try the caviar but I tried their salmon and crab salad (they are all good)  "
3RESTAURANT#GENERAL	spot	"It is definitely a good spot for snacks and chat."
3RESTAURANT#GENERAL	Lucky Strike	"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city."
3SERVICE#GENERAL	wait staff	"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
3FOOD#QUALITY	food	"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries."
3AMBIENCE#GENERAL	late night atmosphere	"But the best part about LS is the late night atmosphere, delightfully free of the BTs."
3DRINKS#QUALITY	martini	"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music."
3AMBIENCE#GENERAL	in-house lady DJ	"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests."
3RESTAURANT#GENERAL	place	"You can't go wrong with this place."
3RESTAURANT#GENERAL	Suan	"Suan is a great place that I often take my friends (classmates) too."
3LOCATION#GENERAL	location	"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again."
3FOOD#QUALITY	Thai	"I LOVE their Thai"
3FOOD#QUALITY	noodles with shrimp and chicken and coconut juice	"noodles with shrimp and chicken and coconut juice is the MUST!"
3RESTAURANT#GENERAL	Suan	"I will go back to Suan soon!"
3AMBIENCE#GENERAL	terrace	"In summer-eat outside on a terrace (another great feature of Suan)!!!"
3SERVICE#GENERAL	staff	"I cannot imagine a friendlier staff working in a restaurant."
3FOOD#QUALITY	Indian food	"I cannot imagine better Indian food in all of the city."
3RESTAURANT#GENERAL	NULL	"I cannot imagine you not rushing out to eat there."
1FOOD#QUALITY	chef	"During the course of the past 3 months, the chef and staff changed and it was not for the better."
1RESTAURANT#GENERAL	NULL	"I wish they would change back to what it was before."
1FOOD#QUALITY	food	"The food now is inconsistent."
3RESTAURANT#MISCELLANEOUS	place	"This is the kind of place you'd like to take all your friends to and still keep a secret."
3AMBIENCE#GENERAL	setting	"The setting is casual and romantic."
3RESTAURANT#PRICES	NULL	"Prices are very good."
3FOOD#QUALITY	food	"The food is excellent! "
3FOOD#QUALITY	balsamic vinegar over icecream	"if you're daring, try the balsamic vinegar over icecream, it's wonderful!"
1FOOD#QUALITY	Go Go Hamburgers	"Do not get the Go Go Hamburgers, no matter what the reviews say."
1FOOD#QUALITY	NULL	"They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying."
1FOOD#PRICES	dim sum	"The rest of the dim sum, though pricey by Chinatown standards, is worth it."
3FOOD#QUALITY	NULL	"Steamed fresh so brought hot hot hot to your table."
1SERVICE#GENERAL	wait	"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative."
1FOOD#QUALITY	turnip cake	"A few tips: skip the turnip cake, roast pork buns and egg custards."
1FOOD#PRICES	NULL	"These are overpriced and you can get better just around the corner:"
3RESTAURANT#GENERAL	NULL	"I was pleasantly suprised."
3FOOD#QUALITY	food	"The food was exceptional."
3FOOD#QUALITY	braised lamb shank in red wine	"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent."
3SERVICE#GENERAL	service	"The service was friendly and the atmosphere was casual."
3FOOD#QUALITY	meal	"The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal"
3AMBIENCE#GENERAL	interior decor	"this little place has a cute interior decor and affordable city prices."
3FOOD#QUALITY	pad se ew chicken	"the pad se ew chicken was delicious, however the pad thai was far too oily."
3RESTAURANT#GENERAL	Ginger House	"Have eaten at Ginger House several times, and it's always good."
3FOOD#QUALITY	fried dumplings	"The fried dumplings are GREAT!"
3RESTAURANT#GENERAL	Chinese restaurant	"Finally a reliable Chinese restaurant!"
1SERVICE#GENERAL	customer service	"This place would be so much better served by being run by a group that actually understands customer service."
1RESTAURANT#MISCELLANEOUS	NULL	"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it."
1SERVICE#GENERAL	NULL	"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!"
1SERVICE#GENERAL	NULL	"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything."
1SERVICE#GENERAL	management	"Terrible, terrible management - deserves to be shut-down."
3RESTAURANT#GENERAL	NULL	"Never fails to please."
3FOOD#QUALITY	bagels	"delicious bagels, especially when right out of the oven."
3FOOD#QUALITY	Spreads	"Spreads and toppings are great - though a bit pricey."
3SERVICE#GENERAL	Service	"Service is fast and friendly."
1SERVICE#GENERAL	NULL	"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
3SERVICE#GENERAL	NULL	"But that is highly forgivable."
2RESTAURANT#GENERAL	NULL	"Been there, done that, and New York, it's not that big a deal."
1FOOD#QUALITY	food	"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
1RESTAURANT#MISCELLANEOUS	NULL	"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
2RESTAURANT#GENERAL	Rao	"Rao is a good restaurant, but it's nothing special."
3FOOD#QUALITY	indian cuisine	"But after last night, Spice Grill is the only place I'm eating indian cuisine."
3FOOD#QUALITY	shrimp appetizers	"You must try the shrimp appetizers."
3FOOD#QUALITY	NULL	"Even my Indian friend couldn't believe how good and tasty everything was."
3AMBIENCE#GENERAL	ambience	"This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time."
3FOOD#QUALITY	food	"Great food, great prices, great service."
3FOOD#QUALITY	eats	"If you are looking for a good quality, cheap eats - this is the place."
3FOOD#QUALITY	indian food	"it's a perfect place to have a amanzing indian food."
3FOOD#STYLE_OPTIONS	cheff	"I really loved the different and inovated touch that's the cheff gives to the food."
3AMBIENCE#GENERAL	place	"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!"
1FOOD#QUALITY	bagels	"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience."
3FOOD#QUALITY	bagels	"Great bagels made the old-fashioned way."
1SERVICE#GENERAL	service	"Drawbacks: service is slow and they don't toast!"
3FOOD#QUALITY	food	"The food was absolutely amazing!!"
3FOOD#QUALITY	baked clams octopus	"The baked clams octopus we shared as appetizers were the best we've ever had!! "
3FOOD#QUALITY	lamb	"The lamb was tender so full of flavor, the dessert was divine!!"
3SERVICE#GENERAL	waiter	"The waiter was attentive."
3AMBIENCE#GENERAL	place	"The place itself is beautiful the bar scene seems to be happening."
2FOOD#QUALITY	Appetizers	"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one."
1FOOD#QUALITY	salmon	"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good."
1FOOD#QUALITY	Dessert	"Dessert is a joke...dont bother"
3SERVICE#GENERAL	service	"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly."
3AMBIENCE#GENERAL	feel	"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine."
3FOOD#QUALITY	anti-pasta	"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains."
3DRINKS#STYLE_OPTIONS	wine list	"The wine list is extensive and can easily hike up an otherwise reasonably priced meal."
2RESTAURANT#PRICES	NULL	"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house..."
3RESTAURANT#GENERAL	place	"Fantastic place."
3AMBIENCE#GENERAL	NULL	"Cute and decorative."
3RESTAURANT#GENERAL	NULL	"A pleasant surprise."
3AMBIENCE#GENERAL	NULL	"Go there to relax and feel like your somewhere else."
3RESTAURANT#GENERAL	Lucky Strike	"Lucky Strike is a great casual place to just grab a bite to eat."
3FOOD#QUALITY	food	"Great food, great decor, great service."
3RESTAURANT#GENERAL	NULL	"I recommend it!"
3RESTAURANT#MISCELLANEOUS	spot	"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!"
3DRINKS#QUALITY	SEASONAL beer	"(Always ask the bartender for the SEASONAL beer!!!"
3DRINKS#QUALITY	NULL	"Guaranteed to be a tasty experience!)"
3RESTAURANT#MISCELLANEOUS	spot	"Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while."
3RESTAURANT#GENERAL	Heartland Brewery	"I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!"
3RESTAURANT#MISCELLANEOUS	NULL	"All the people that I bring there go back on their own and bring THEIR friends!"
3RESTAURANT#GENERAL	NULL	"Go there once and oh yes...you will go back...you will..."
3RESTAURANT#GENERAL	place	"What a great place!"
3AMBIENCE#GENERAL	restaurant	"Not the typical NYC gimmick theme restaurant."
3AMBIENCE#GENERAL	bar	"A cool bar with great food, and tons of excellent beer."
3SERVICE#GENERAL	NULL	"And even with it's Pub atmosphere they were great to my kids too!"
3RESTAURANT#GENERAL	NULL	"Loved it!"
3FOOD#QUALITY	shrimp scampi	"The shrimp scampi was excellent and the antipasti were plentiful."
1RESTAURANT#PRICES	NULL	"It is expensive but well worth the money."
3RESTAURANT#GENERAL	Corona	"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona."
3FOOD#QUALITY	food	"The only thing more wonderful than the food (which is exceptional) is the service."
3SERVICE#GENERAL	waiters	"The only thing the waiters don't do for you is wipe your chin when you leave."
3RESTAURANT#MISCELLANEOUS	NULL	"Wonderful at holiday time."
3AMBIENCE#GENERAL	atomosphere	"Cozy romantic atomosphere with only around 15 tables at most."
3SERVICE#GENERAL	Service	"Service was very prompt but slightly rushed."
2FOOD#QUALITY	Food	"Food was very good, but not what I would consider out of this world."
3AMBIENCE#GENERAL	NULL	"Go here for a romantic dinner but not for an all out wow dining experience."
3RESTAURANT#MISCELLANEOUS	NULL	"My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian."
1FOOD#QUALITY	food	"Too bad the food wasn't of the same heritage."
1FOOD#QUALITY	porcini mushroom pasta special	"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
1FOOD#QUALITY	NULL	"A real dissapointment."
1FOOD#QUALITY	tiramisu	"But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had."
1FOOD#QUALITY	NULL	"They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies."
1RESTAURANT#PRICES	NULL	"Priced at upper intermediate range."
3RESTAURANT#GENERAL	place	"I really liked this place."
3FOOD#QUALITY	NULL	"Everything I had was good, and I'm a eater."
3RESTAURANT#PRICES	NULL	"It was pretty inexpensive too."
3FOOD#QUALITY	BBQ ribs	"This place has the best Chinese style BBQ ribs in the city."
3FOOD#QUALITY	rice dishes	"I also recommend the rice dishes or the different varieties of congee (rice porridge)."
3RESTAURANT#MISCELLANEOUS	NULL	"It's great to go for a quick lunch either alone or with a friend."
1RESTAURANT#MISCELLANEOUS	place	"It's definately not a place to go if you want to impress someone."
3FOOD#QUALITY	food	"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
3SERVICE#GENERAL	service	"Quick and friendly service."
3RESTAURANT#GENERAL	NULL	"This is one of the best comfort food places in the city."
3RESTAURANT#GENERAL	NULL	"It's somewhere you can eat and be happy."
3AMBIENCE#GENERAL	main dining room	"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
3FOOD#QUALITY	food	"The food is wonderful, tasty and filling, and the service is professional and friendly."
3AMBIENCE#GENERAL	patio	"I can't wait for summer, when they serve outside on their gigantic patio."
3RESTAURANT#GENERAL	Suan	"I recently tried Suan and I thought that it was great."
3FOOD#STYLE_OPTIONS	food	"This little place definitely exceeded my expectations and you sure get a lot of food for your money."
3SERVICE#GENERAL	service	"The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals."
3RESTAURANT#GENERAL	NULL	"I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood."
3SERVICE#GENERAL	NULL	"They all know you."
3FOOD#QUALITY	food	"Good food."
3DRINKS#QUALITY	drink	"Good drink."
3RESTAURANT#MISCELLANEOUS	NULL	"How do you rate home?"
3FOOD#QUALITY	cheescake	"I have never had cheescake like this."
3FOOD#QUALITY	NULL	"I thought I had died and gone to heaven."
3RESTAURANT#GENERAL	spot	"Great spot, whether looking for a couple of drinks or quiet dinner."
3AMBIENCE#GENERAL	NULL	"Warm and friendly in the winter and terrific outdoor seating in the warmer months."
3FOOD#QUALITY	food	"The food is great and they have a good selecion of wines at reasonable prices."
3RESTAURANT#GENERAL	NULL	"Have been several times and it never dissapoints."
1RESTAURANT#GENERAL	NULL	"We were less than impressed."
3AMBIENCE#GENERAL	ambiance	"While the ambiance and atmosphere were great, the food and service could have been a lot better."
1FOOD#QUALITY	chicken casserole	"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone."
1RESTAURANT#GENERAL	NULL	"Probably would not go again..."
3FOOD#QUALITY	food	"i've been to sapphire twice and both times the food was fine, if not good."
3FOOD#QUALITY	chicken	"stick with the chicken, beef, and lamb dishes."
3SERVICE#GENERAL	service	"service is friendly, and never had a problem walking in and getting a table."
1FOOD#QUALITY	dessert	"skip dessert."
3FOOD#QUALITY	Reuben sandwich	"Best Reuben sandwich ever!"
3FOOD#QUALITY	NULL	"A classic!"
3RESTAURANT#GENERAL	Bloom's	"Don't miss Bloom's on your next trip to Manhatten."
3RESTAURANT#MISCELLANEOUS	place	"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York."
3RESTAURANT#GENERAL	Bloom's	"Thanks Bloom's for a lovely trip."
1FOOD#QUALITY	food	"The food was not fresh, the sauces were bland and very oily."
1FOOD#QUALITY	NULL	"It just wasn't Thai."
1FOOD#QUALITY	NULL	"Was surprisingly disappointed."
1FOOD#QUALITY	Pizza	"Pizza was a little soggy."
3FOOD#QUALITY	Ravioli	"Ravioli was good...but I have to say that I found everything a bit overpriced."
1DRINKS#STYLE_OPTIONS	wines by the glass	"Not enough wines by the glass either."
3SERVICE#GENERAL	Service	"Service, however, was excellent...and I liked the setting/atmosphere a lot. "
2FOOD#QUALITY	Food	"Food was just average...if they lowered the prices just a bit, it would be a bigger draw."
3RESTAURANT#PRICES	place	"This place is a great bargain."
3FOOD#QUALITY	Pakistani food	"Authentic Pakistani food."
3SERVICE#GENERAL	People	"People are always friendly."
2AMBIENCE#GENERAL	decor	"Don't waste money on decor."
